Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Sector_Group
Thecollegefever,2017,Bangalore,"Brand Marketing, Event Promotion, Marketing, Sponsorship, Ticketing","thecollegefever is a hub for fun, fiesta and frolic of colleges.",Unknown,Undisclosed,250000.0,Seed,2018,Marketing & Advertising
Happy Cow Dairy,2017,Mumbai,"Agriculture, Farming",a startup which aggregates milk from dairy farmers in rural maharashtra.,Unknown,Undisclosed,40000000.0,Seed,2018,Agriculture
Myloancare,2017,Gurgaon,"Credit, Financial Services, Lending, Marketplace",leading online loans marketplace in india,Unknown,Undisclosed,65000000.0,Series A,2018,Finance & FinTech
Payme India,2017,Noida,"Financial Services, FinTech",payme india is an innovative fintech organization which offers short term financial suport to corporate employees.,Unknown,Undisclosed,2000000.0,Pre-Seed,2018,Finance & FinTech
Eunimart,2017,Hyderabad,"E-Commerce Platforms, Retail, SaaS",eunimart is a one stop solution for merchants to create a difference by selling globally.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Hasura,2017,Bangalore,"Cloud Infrastructure, PaaS, SaaS","hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",Unknown,Undisclosed,1600000.0,Seed,2018,Information Technology
Tripshelf,2017,Kalkaji,"Internet, Leisure, Marketplace",tripshelf is an online market place for holiday packages.,Unknown,Undisclosed,16000000.0,Seed,2018,Information Technology
Hyperdata.Io,2017,Hyderabad,Market Research,hyperdata combines advanced machine learning with human intelligence.,Unknown,Undisclosed,50000000.0,Pre-Seed,2018,Data & AI
Freightwalla,2017,Mumbai,"Information Services, Information Technology",freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Microchip Payments,2017,Bangalore,Mobile Payments,microchip payments is a mobile-based payment application and point-of-sale device,Unknown,Undisclosed,0.0,Seed,2018,Finance & FinTech
Bizcrum Infotech Pvt. Ltd.,2017,Delhi,"B2B, Shoes",building transactionary b2b marketplaces,Unknown,Undisclosed,0.0,Seed,2018,Retail & E-Commerce
Emojifi,2017,Bangalore,Internet,"emojifi is an app that provides live emoji, stickers & gifs suggestions based on the typed words across chat platforms.",Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Flock,2017,India,"Apps, Collaboration, Developer Platform, Enterprise Software, Messaging, Productivity Tools, Video Chat",flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Freshboxx,2017,Hubli,Food Delivery,"freshboxx is incubated at sandbox startups, a unit of the deshpande foundation.",Unknown,Undisclosed,0.0,Seed,2018,Food & Beverage
Wide Mobility Mechatronics,2017,Bangalore,Industrial Automation,wide mobility mechatronics is a private company limited by shares,Unknown,Undisclosed,0.0,Seed,2018,Manufacturing & Industrial
Pitstop,2017,Bangalore,"Automotive, Search Engine, Service Industry",pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Unknown,Undisclosed,100000000.0,Seed,2018,Logistics & Transportation
Mihuru,2017,Mumbai,"Finance, Internet, Travel",mihuru is an online platform which gives micro loans for air travel .,Unknown,Undisclosed,150000.0,Seed,2018,Finance & FinTech
Fyle,2017,Bangalore,"Accounting, Business Information Systems, Business Travel, Finance, SaaS",fyle is an intelligent expense management platform for enterprises.,Unknown,Undisclosed,1100000.0,Seed,2018,Finance & FinTech
Appwharf,2017,New Delhi,"Artificial Intelligence, Product Search, SaaS, Service Industry, Software",appwharf is an intelligent assistant that helps find you the best-fit saas for your business.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Antariksh Waste Ventures Pvt Ltd,2017,Chennai,"Internet of Things, Waste Management",waste management for smart cities,Unknown,Undisclosed,500000.0,Seed,2018,Information Technology
Cogoport,2017,Mumbai,"Air Transportation, Freight Service, Logistics, Marine Transportation",cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,Unknown,Undisclosed,6000000.0,Series A,2018,Data & AI
Paisadukan,2017,Mumbai,Financial Services,a p2p lending marketplace platform,Unknown,Undisclosed,650000.0,Seed,2018,Finance & FinTech
Sleepy Owl Coffee,2017,New Delhi,Food and Beverage,"makers of a signature coffee that's exceptional in taste. it's super easy to brew, requires no equipment & ships to your door.",Unknown,Undisclosed,35000000.0,Seed,2018,Food & Beverage
Bluejack,2017,Delhi,Autonomous Vehicles,delhi-based online used vehicles marketplace.,Unknown,Undisclosed,64000000.0,Seed,2018,Logistics & Transportation
Pregbuddy,2017,Bangalore,"Enterprise Software, Health Care, Hospital, Parenting, Personal Health, SaaS",pregbuddy is a smart connected care platform for expecting mothers.,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Agnext Technologies,2017,Mohali,"Agriculture, Analytics, Big Data, Farming",agnext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,Unknown,Undisclosed,0.0,Series A,2018,Data & AI
Pando,2017,Chennai,"Logistics, Supply Chain Management",a startup which digitizes logistics operations for fortune 500 companies.,Unknown,Undisclosed,2000000.0,Seed,2018,Data & AI
Mintifi,2017,Mumbai,"Financial Services, Lending",online lending startup based in mumbai.,Unknown,Undisclosed,2000000.0,Seed,2018,Finance & FinTech
Carcrew,2017,Mumbai,"Automotive, Marketplace, Online Portals",india's online auto repair marketplace,Unknown,Undisclosed,2000000.0,Seed,2018,Logistics & Transportation
Nicheai,2017,Hyderabad,Artificial Intelligence,early stage artificial intelligence (ai) start up.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Data & AI
Chariot Tech,2017,New Delhi,"Internet of Things, Telecommunications",chariot tech is an internet of things (iot) startup based in new delhi.,Unknown,Undisclosed,20000000.0,Seed,2018,Information Technology
Ideal Insurance Brokers/ 121Policy.Com,2017,Kolkata,Insurance,ideal insurance broking is one of the leaders in insurance broking domain.,Unknown,Undisclosed,1000000.0,Seed,2018,Finance & FinTech
Loanzen,2017,Bangalore,Financial Services,loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,Unknown,Undisclosed,0.0,Seed,2018,Finance & FinTech
Mojro Technologies,2017,Bangalore,"Information Technology, Logistics, Supply Chain Management",mojro envisions to be the world's largest technology-enabled logistics platform.,Unknown,Undisclosed,650000.0,Seed,2018,Information Technology
Elemential,2017,Mumbai,"Blockchain, Developer Tools, Enterprise Software","blockchain development platform to design, run & scale blockchain networks.",Unknown,Undisclosed,1000000.0,Seed,2018,Information Technology
Loadshare,2017,Bangalore,"Industrial Automation, Logistics, Supply Chain Management",loadshare is india’s fastest growing logistics company,Unknown,Undisclosed,5000000.0,Series A,2018,Data & AI
Yumlane,2017,Mumbai,"Food and Beverage, Food Delivery, Snack Food",food startup yumlane operated by qwikpik technology,Unknown,Undisclosed,4000000.0,Series A,2018,Food & Beverage
Kriger Campus,2017,New Delhi,Education,a education start up.,Unknown,Undisclosed,30000000.0,Seed,2018,Education
Pipa+Bella,2017,Mumbai,"E-Commerce, Fashion, Jewelry, Retail",pipa+bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,Unknown,Undisclosed,1000000.0,Series A,2018,Data & AI
Kaleidofin,2017,Chennai,Financial Services,a fintech platform.,Unknown,Undisclosed,2800000.0,Seed,2018,Finance & FinTech
Chakr Innovation,2017,New Delhi,Renewable Energy,chakr has developed the world’s first retro-fit emission control device for diesel generators.,Unknown,Undisclosed,0.0,Seed,2018,Environmental & Sustainability
Indigolearn,2017,Hyderabad,"E-Learning, Education",india's the premier education destination catering to the needs of aspiring students of the ca community.,Unknown,Undisclosed,150000.0,Seed,2018,Education
Uclean,2017,India,"Clean Energy, CleanTech, Laundry and Dry-cleaning",uclean is a tech enabled laundry service provider.,Unknown,Undisclosed,40000000.0,Seed,2018,Energy & Utilities
Coutloot,2017,Mumbai,"E-Commerce, Fashion, Mobile",the fashion re-commerce platform.,Unknown,Undisclosed,1000000.0,Seed,2018,Information Technology
Letstrack,2017,New Delhi,"Apps, Messaging, Navigation, Public Safety","letstrack gps tracking devices to track your kids, bike, car and other vehicles. gps trackers for vehicle tracking system in india.",Unknown,Undisclosed,1700000.0,Seed,2018,Information Technology
Pooltoo,2017,New Delhi,Transportation,pooltoo offers a premium ride sharing platform.,Unknown,Undisclosed,0.0,Seed,2018,Logistics & Transportation
Finzy,2017,Bangalore,"Financial Services, Lending",finzy is the premier peer to peer lending solution in india.,Unknown,Undisclosed,1300000.0,Seed,2018,Finance & FinTech
Fitternity,2017,Mumbai,"Fitness, Health Care, Wellness",india's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,Unknown,Undisclosed,2000000.0,Seed,2018,Health & Life Sciences
Keito,2017,Pune,"Artificial Intelligence, Machine Learning, SaaS, Virtual Assistant",building an intelligent digital assistant.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Tolet For Students,2017,Jodhpur,Hospitality,"reserve your room, hostel or paying guest, while relocating for higher education.",Unknown,Undisclosed,5000000.0,Seed,2018,Health & Life Sciences
Chai Kings,2017,Chennai,"Food and Beverage, Tea",chai kings is a tea retail chain,Unknown,Undisclosed,20000000.0,Seed,2018,Food & Beverage
Dainik Jagran,2017,Kanpur,"Media and Entertainment, News, Outdoors",dainik jagran is a media and communications group.,Unknown,Undisclosed,40000000.0,Seed,2018,Data & AI
Playtoome,2017,Bangalore,"Broadcasting, Media and Entertainment, Music, Music Streaming, Video, Video Streaming",playtoome is a live entertainment destination,Unknown,Undisclosed,20000000.0,Seed,2018,Data & AI
Ongo Framework,2017,Hyderabad,"B2B, Information Services, Information Technology",ongo framework is a b2b it and digital solution provider.,Unknown,Undisclosed,1000000.0,Pre-Seed,2018,Information Technology
Notesgen,2017,New Delhi,"EdTech, Education, Enterprise Software, Peer to Peer",a global peer-to-peer and peer-to-group learning platform that helps students supplement their academic & competitive exam prep.,Unknown,Undisclosed,12500000.0,Seed,2018,Information Technology
Arogya Medtech,2017,Kolkata,"Health Care, Medical",arogya medtech is a research & development organization in bio-medical industry.,Unknown,Undisclosed,15000000.0,Seed,2018,Health & Life Sciences
Propshop24,2017,Mumbai,E-Commerce,"propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",Unknown,Undisclosed,500000.0,Seed,2018,Retail & E-Commerce
Myupchar,2017,New Delhi,"Health Care, Hospital, Wellness",to bring health issues to people in their language.,Unknown,Undisclosed,5000000.0,Series A,2018,Health & Life Sciences
Missmalini Entertainment,2017,Mumbai,Unknown,"missmalini entertainment is a multi-platform new media network dedicated to entertaining, connecting & empowering young indians.",Unknown,Undisclosed,104000000.0,Seed,2018,Other
Rooter,2017,India,Sports,rooter is a mobile-based platform,Unknown,Undisclosed,45000000.0,Seed,2018,Sports & Recreation
Zestmoney,2017,Bangalore,"Big Data, Consumer Lending, FinTech",zest is india's first completely automated consumer digital lending platform.,Unknown,Undisclosed,13400000.0,Series A,2018,Finance & FinTech
Alphaics Corporation,2017,Bangalore,"Cloud Computing, Computer, Semiconductor",advancing ai compute,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Mydentistchoice,2017,Hyderabad,"Health Care, Medical, Pharmaceutical",mydentistchoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,Unknown,Undisclosed,500000.0,Seed,2018,Health & Life Sciences
Sattviko,2017,New Delhi,"Food Processing, Retail",sattviko fosters wellness and shares indianness through the sattvik way of cooking that is wholesome and tasty!,Unknown,Undisclosed,0.0,Pre-Seed,2018,Food & Beverage
Sensibull,2017,Bangalore,Trading Platform,investment management platform,Unknown,Undisclosed,25000000.0,Seed,2018,Social & Community
Bombay Shaving Company,2017,New Delhi,"Consumer Goods, Lifestyle, Men's",bombay shaving company is a men's grooming startup,Unknown,Undisclosed,0.0,Series A,2018,Retail & E-Commerce
Medcords,2017,Pune,Wellness,medcords is india’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,Unknown,Undisclosed,26400000.0,Seed,2018,Sports & Recreation
University Living,2017,New Delhi,Education,university living is an online global student housing marketplace.,Unknown,Undisclosed,0.0,Seed,2018,Education
&Me,2017,Bangalore,"Food and Beverage, Food Processing, Nutrition",food and beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Unknown,Undisclosed,0.0,Seed,2018,Food & Beverage
Enakshi,2017,Ahmedabad,Fashion,enakshi is an online apparel brand for women.,Unknown,Undisclosed,8000000.0,Seed,2018,Fashion & Lifestyle
Ultraviolette Automotive,2017,Bangalore,"Automotive, Electric Vehicle, Energy Storage",ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,Unknown,Undisclosed,60000.0,Series A,2018,Logistics & Transportation
Inthree Access,2017,Chennai,"Consulting, Retail, Social",inthree access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in rural india.,Unknown,Undisclosed,4000000.0,Series A,2018,Data & AI
Bugworks Research India,2017,Bangalore,"Biotechnology, Life Science, Pharmaceutical, Product Research",bugworks is a drug discovery company.,Unknown,Undisclosed,9000000.0,Series A,2018,Health & Life Sciences
Guardian.In,2017,Mumbai,Health Care,gnc is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Prestloans,2017,New Delhi,"Credit, Financial Services, FinTech, Personal Finance","prestloans new age tech driven rbi regd nbfc helping businesses by providing easy, quick n hassle free loans.",Unknown,Undisclosed,100000.0,Seed,2018,Finance & FinTech
Wimoxez,2017,Hyderabad,Internet,"data intelligence publishing platform, we bring the best resources to learn valuable technologies which will shape tomorrow.",Unknown,Undisclosed,20000.0,Seed,2018,Information Technology
India Accelerator,2017,Gurgaon,"Communities, Coworking, Incubators",india accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Information Technology
Happyemi,2017,Bangalore,"Consumer, Financial Services, FinTech",happyemi is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,Unknown,Undisclosed,1000000.0,Seed,2018,Finance & FinTech
Wishup,2017,Azadpur,"Consumer Applications, Information Services, Location Based Services, Virtual Assistant",premium personal assistance service,Unknown,Undisclosed,0.0,Seed,2018,Retail & E-Commerce
Hansel.Io,2017,Bangalore,"Mobile, Mobile Apps, Personalization, Test and Measurement, Web Apps","hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Unknown,Undisclosed,4000000.0,Series A,2018,Information Technology
Propelld,2017,Bangalore,"Education, Financial Services, FinTech",propelld is a student education financing platform.,Unknown,Undisclosed,250000.0,Seed,2018,Finance & FinTech
Pivotroots,2017,Mumbai,"Advertising, Consulting, Digital Marketing",digital marketing powered by data & technology; fueled by design thinking,Unknown,Undisclosed,0.0,Series A,2018,Information Technology
Ziffyhomes,2017,New Delhi,"Marketplace, Real Estate, Rental Property",ziffyhomes is a technology driven marketplace to find out home on rent.,Unknown,Undisclosed,120000.0,Seed,2018,Retail & E-Commerce
Carmesi,2017,Gurgaon,Health Care,carmesi is a brand of high-end menstrual-hygiene products in india.,Unknown,Undisclosed,34000000.0,Seed,2018,Health & Life Sciences
Ockypocky,2017,Haryana,"E-Learning, Internet, Video Games",ockypocky is a interactive and personalised language learning app for preschool kids.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Information Technology
Racetrack,2017,Bangalore,"Artificial Intelligence, Cloud Computing, Video","racetrack is a sales and support-focused ai-driven platform designed for education, real estate, and e-commerce sectors.",Unknown,Undisclosed,342000000.0,Seed,2018,Information Technology
Whr,2017,Pune,"Health Care, Information Technology","whr is to make affordable healthcare a reality for all. our vision is to make healthcare services easier, better and more accessible.",Unknown,Undisclosed,143145.0,Seed,2018,Health & Life Sciences
Asteria Aerospace,2017,Bangalore,Aerospace,asteria aerospace is a robotics and artificial intelligence company.,Unknown,Undisclosed,0.0,Seed,2018,Defense & Aerospace
Faballey,2017,Noida,"E-Commerce, Fashion, Lifestyle","faballey is the ultimate indian fashion destination for fashion-forward, indie-chic girls. founded in 2012, tanvi malik and shivani poddar",Unknown,Undisclosed,600000000.0,Series B,2018,Retail & E-Commerce
Tranzmeo,2017,Cochin,"Artificial Intelligence, Business Intelligence, Industrial Automation, Machine Learning",tranzmeo connect : is a complete comprehensive anomaly forensic solution with actionable insights.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Data & AI
Sbi Life,2017,Mumbai,Insurance,sbi life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,Unknown,Undisclosed,742000000.0,PE,2018,Finance & FinTech
Studds Accessories,2017,Faridabad,E-Commerce,studds accessories is a scooter accessories service provider in india,Unknown,Undisclosed,1000000000.0,PE,2018,Retail & E-Commerce
Design Cafe,2017,Bangalore,"Home Decor, Home Improvement, Home Renovation, Home Services, Interior Design, Smart Home","design + execution organization that delivers beautiful & innovative designs for home interiors, in any budget.",Unknown,Undisclosed,2000000000.0,Series B,2018,Real Estate & Construction
Nopaperforms Solutions Pvt. Ltd.,2017,New Delhi,"EdTech, Education, Information Services, SaaS","nopaperforms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Unknown,Undisclosed,3980000.0,Series B,2018,Information Technology
Rays Power Infra,2017,Jaipur,"Energy, Solar",rays power infra is a leading integrated solar power company.,Unknown,Undisclosed,2000000000.0,Venture,2018,Environmental & Sustainability
Authmetrik,2017,Gurgaon,"B2B, Biometrics, Cyber Security, Fraud Detection, SaaS, Security","saas, b2b, security, stop account sharing, fraud detection",Unknown,Undisclosed,10000.0,Grant,2018,Information Technology
Khidki,2017,Bangalore,"Artificial Intelligence, Social",vernacular social network focused on town level content and interactions,Unknown,Undisclosed,0.0,Seed,2018,Data & AI
Letstransport,2017,Bangalore,"Logistics, Transportation, Travel",lets transport is a logistics solution provider.,Unknown,Undisclosed,1000000000.0,Series B,2018,Logistics & Transportation
Next Digital Solutions,2017,Kota,"Digital Marketing, SEM, SEO, Web Development",next digital solutions is website design & digital marketing development company.,Unknown,Undisclosed,100000.0,Pre-Seed,2018,Information Technology
Portea Medical,2017,Bangalore,"Health Care, Hospital, Medical",portea medical is the largest and fastest growing provider of in-home medical care in india today with a 24-city network.,Unknown,Undisclosed,250000000.0,Debt,2018,Health & Life Sciences
Aavas Financiers,2017,Jaipur,"Finance, Financial Services","aavas financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Unknown,Undisclosed,2000000000.0,Post-IPO,2018,Finance & FinTech
Swiggy,2017,Bangalore,"Food Delivery, Food Processing, Internet",swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Unknown,Undisclosed,1000000000.0,Series H,2018,Food & Beverage
Milkbasket,2017,Haryana,"E-Commerce, Food and Beverage, Internet","milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Unknown,Undisclosed,7000000.0,Series A,2018,Food & Beverage
Nutrisattva (Proliva),2017,Anand,"Fitness, Food and Beverage, Health Care, Nutrition",nutrisattva is a protein innovation compan,Unknown,Undisclosed,0.0,Pre-Seed,2018,Health & Life Sciences
Toppr,2017,Mumbai,"EdTech, Education, Knowledge Management",toppr.com is an online preparation platform for entrance exams in india.,Unknown,Undisclosed,35000000.0,Series C,2018,Education
Jagaran Microfin,2017,Kolkata,Unknown,jagaran microfin is a microfinance institution which achieves a healthy amalgamation of social and financial,Unknown,Undisclosed,550000000.0,Debt,2018,Other
Vivriti Capital,2017,Chennai,Financial Services,vivriti capital is an online platform for institutional debt in india.,Unknown,Undisclosed,28500000.0,Venture,2018,Finance & FinTech
Be U Salons,2017,New Delhi,"Apps, Beauty, Consumer, Retail",be u is india's first subscription based salon chain.,Unknown,Undisclosed,30000000.0,Seed,2018,Information Technology
Impact Guru,2017,Mumbai,"Creative Agency, Crowdfunding, EdTech, Health Care, Internet, Medical, Non Profit, Personal Health","we're a harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Unknown,Undisclosed,2000000.0,Series A,2018,Health & Life Sciences
Mobikwik,2017,Gurgaon,"Consumer Lending, Financial Services, FinTech, Insurance, Lending, Mobile Payments, Payments, Wealth Management",mobikwik is a payments backed fintech platform in india. mobikwik app offers instant loans & investment products to the 500m masses of india,Unknown,Undisclosed,240000000.0,Series E,2018,Finance & FinTech
Stones2Milestones,2017,Gurgaon,"E-Learning, Education, Higher Education",stones2milestones is a gurgaon based learning company.,Unknown,Undisclosed,0.0,Seed,2018,Education
Generico,2017,Mumbai,"Health Care, Medical, Pharmaceutical",generico is the fastest growing specialized pharmacy retail chain of generic medicines.,Unknown,Undisclosed,0.0,Series A,2018,Health & Life Sciences
Adiuvo Diagnostics,2017,Chennai,Health Diagnostics,adiuvo diagnostics is a medical diagnostic device company based in india.,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Datatrained,2017,Bangalore,"EdTech, Education","datatrained is a educational platform, which operates an ed-tech startup on data science",Unknown,Undisclosed,120000000.0,Seed,2018,Education
Oneassist,2017,Mumbai,"Financial Services, SaaS, Security",oneassist is a protection & assistance services platform.,Unknown,Undisclosed,2400000.0,Debt,2018,Finance & FinTech
Satin Creditcare Network Limited (Scnl),2017,New Delhi,"Banking, Finance, Financial Services, Non Profit",satin is a non-banking finance company providing individual loans to urban shopkeepers.,Unknown,Undisclosed,30000000.0,Post-IPO,2018,Finance & FinTech
Apac Financial Services,2017,Mumbai,"Finance, Financial Services",apac financial services is a financial services platform.,Unknown,Undisclosed,2500000000.0,PE,2018,Finance & FinTech
Moglix,2017,Noida,"B2B, E-Commerce, Mobile","moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Unknown,Undisclosed,23000000.0,Series C,2018,Information Technology
Sedemac Mechatronics,2017,Mumbai,"Automotive, Electric Vehicle, Renewable Energy",sedemac mechatronics is technology company that distributes control-intensive products for automobiles.,Unknown,Undisclosed,0.0,Venture,2018,Logistics & Transportation
Madguy Labs,2017,Hyderabad,E-Learning,madguy labs is a online test-prep platform.,Unknown,Undisclosed,150000.0,Venture,2018,Education
Dee Dee Labs,2017,Pune,"Embedded Systems, Health Care, Medical, Product Research",dee dee labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Fleeca,2017,Jaipur,Unknown,fleeca is a tyre care provider company.,Unknown,Undisclosed,0.0,Seed,2018,Other
Shop101,2017,Mumbai,"Apps, E-Commerce, Internet",#1 online selling app. india’s leading social commerce platform. setup free online store in 2 min. sell own goods or resell shop101 supply.,Unknown,Undisclosed,11000000.0,Series B,2018,Information Technology
Feedmypockets,2017,Bangalore,"Advertising, Human Resources, Marketing",on demand staffing platform,Unknown,Undisclosed,44000000.0,Seed,2018,Marketing & Advertising
Housejoy,2017,Bangalore,"Beauty, Fitness, Home Services, Internet",housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,Unknown,Undisclosed,3240000.0,Series B,2018,Health & Life Sciences
Ambee,2017,Bangalore,"Health Care, Medical Device, Public Safety",ambee is an environment analytics startup.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Health & Life Sciences
Foodbuddy,2017,Belgaum,"Food Delivery, Online Portals, Restaurants","foodbuddy is a online food delivery portal, providing boundary breaking delivery.",Unknown,Undisclosed,60000000.0,Seed,2018,Food & Beverage
Ninjacart,2017,Bangalore,"AgTech, B2B, Supply Chain Management",ninjacart is a b2b agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,Unknown,Undisclosed,2500000000.0,Series B,2018,Data & AI
Olly Smart Credit Card,2017,New Delhi,"Credit Cards, Finance, Mobile Apps, Mobile Payments, Payments",olly is a digital credit card for india's working masses and young people.,Unknown,Undisclosed,0.0,Seed,2018,Finance & FinTech
Zestl,2017,Pune,Software,"no-code workflow automation. build enterprise applications in days with ai, cognitive automation, collaboration and more built in.",Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Byju’S,2017,Bangalore,"EdTech, Education, Higher Education, Secondary Education",byju’s is an edtech company that is reinventing how students learn through its learning app.,Unknown,Undisclosed,540000000.0,PE,2018,Education
Wakefit,2017,Bangalore,"Manufacturing, Retail",wakefitkart is a mattress manufacturing company. we manufacture the best quality mattresses at affordable prices.,Unknown,Undisclosed,650000000.0,Venture,2018,Data & AI
Hero Electric,2017,New Delhi,Manufacturing,"hero electric, a 100% subsidiary of the hero group, is a pioneer in the indian electric vehicle industry.",Unknown,Undisclosed,1600000000.0,Venture,2018,Manufacturing & Industrial
Pentation Analytics,2017,Mumbai,"Information Services, Information Technology, InsurTech",pentation as an insurtech enables insurers and intermediaries with our insurance analytics suite- an insurance specific ai/ml software suite,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Perkfinance,2017,Bangalore,"Consumer Lending, FinTech",perkfinance partners with employers to provide affordable loans to their employees at no cost to the company,Unknown,Undisclosed,900000.0,Seed,2018,Finance & FinTech
Roposo,2017,Gurgaon,"Internet, Social Network, TV",roposo - tv by the people is a unique social media platform where people express visually with homemade videos and photos.,Unknown,Undisclosed,10000000.0,Series C,2018,Information Technology
Plum Goodness,2017,Thane,"Beauty, Health Care",plum haircare is silicone-free & sulphate-free. designed for damaged & dandruff-free hair,Unknown,Undisclosed,0.0,Series A,2018,Health & Life Sciences
Drstore,2017,Mumbai,Hospital,drstore is a exclusive e- commerce platform.,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Wow Venue,2017,Mumbai,Events,wow venue is an online platform.,Unknown,Undisclosed,1500000.0,Venture,2018,Other
Chizel,2017,Pune,"3D Printing, Manufacturing, Product Design",chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3d printing and cnc machining,Unknown,Undisclosed,0.0,Seed,2018,Manufacturing & Industrial
Oto Capital,2017,Mumbai,Automotive,oto capital is a platform that allows you to own a car faster than ever.,Unknown,Undisclosed,50000000.0,Seed,2018,Logistics & Transportation
Boodmo,2017,Gurgaon,"Automotive, Retail",boodmo.com - large online marketplace for auto parts in india.,Unknown,Undisclosed,70000000.0,Seed,2018,Data & AI
Khabri,2017,Haryana,"Apps, Audio",khabri is a digital audio platform for content in vernacular.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Mynewcar.In,2017,Gurgaon,"Automotive, E-Commerce",mynewcar.in offers new cars at best price with great deals. book a new car online or request a doorstep test drive,Unknown,Undisclosed,1000000.0,Venture,2018,Logistics & Transportation
Halaplay Technologies,2017,Bangalore,"Digital Entertainment, Fantasy Sports, Sports",a daily fantasy sports platform.,Unknown,Undisclosed,5000000.0,Series A,2018,Information Technology
Planetspark,2017,Gurgaon,"E-Learning, EdTech, Education",planetspark is an after-school maths and english learning program for pre teen kids between grades 2nd to 7th.,Unknown,Undisclosed,16000000.0,Seed,2018,Education
Wheelsemi,2017,Pune,Unknown,"wheelsemi is the brand name of nbfc, wheelsemi pvt. ltd.",Unknown,Undisclosed,14000000.0,Series B,2018,Other
Forum For Innovation Incubation Research And Entrepreneurship,2017,Margão,"Funding Platform, Incubators, Non Profit","fiire, a technology business incubator helps the startup process to move from the garage to the lab.",Unknown,Undisclosed,102500000.0,Grant,2018,Information Technology
Oyo,2017,Gurgaon,"Hospitality, Hotel, Leisure, Travel",oyo is an indian hospitality startup that operates a network of budget hotels.,Unknown,Undisclosed,100000000.0,Series E,2018,Health & Life Sciences
Quikr,2017,Bangalore,"Classifieds, Internet, Marketplace, Rental Property","quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across india.",Unknown,Undisclosed,550000000.0,Debt,2018,Information Technology
Tabono,2017,Gurgaon,Sports,tabono is a one stop environment for all your fitness solution.,Unknown,Undisclosed,0.0,Seed,2018,Sports & Recreation
Learnapp,2017,Noida,"Banking, E-Learning, Trading Platform","learnapp.co - video courses & live classes in investing, trading, banking and finance.",Unknown,Undisclosed,20000000.0,Seed,2018,Finance & FinTech
