Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Sector_Group
Camp K12,2017,Gurgaon,Edtech,it connects students with tutors online,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, Saif Partners",4000000.0,Seed,2020,Education
Medgenome,2013,Bangalore,Healthtech,genetic diagnostic testing company,Sam Santhosh,Leapfrog Investments,55000000.0,Series D,2020,Health & Life Sciences
Ergos,2017,Bangalore,Agritech,it enables farmers to digitise their foodgrain and also provide access to supply chain solutions,"Kishor Jha, Praveen Kumar",Aavishkar Capital,4598000.0,Unknown,2020,Information Technology
Nykaa,2012,Mumbai,Ecommerce,deals in cosmetic and wellness products,Falguni Nayar,Steadview Capital,13137000.0,Unknown,2020,Retail & E-Commerce
Samadhan,2018,Delhi,Insurance,they help find solutions to insurance related issues,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,0.0,Seed,2020,Finance & FinTech
Sascan,2017,Bangalore,Healthcare,cancer diagnostics startup,Subhash Narayanan,Unicorn India Ventures,0.0,Unknown,2020,Health & Life Sciences
Lido Learning,2017,Mumbai,Edtech,online teaching service,Sahil Sheth,"Pecus Capital, Madhur Deora",3000000.0,Unknown,2020,Education
Curefit,2016,Bangalore,Health and Fitness,"integrated platform for food, fitness and meditation.","Mukesh Bansal, Ankit Nagori",Temasek,115000000.0,Series D,2020,Health & Life Sciences
Nimesa,2018,Bangalore,SaaS,cloud data managemnt solutions enterprise,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring Capital,0.0,Unknown,2020,Information Technology
Design X,2017,Noida,IoT,builds iot based products,Preet Arjun Singh,Thinknext Llc,200000.0,Seed,2020,Information Technology
Driftly Electric,2017,Bangalore,Automobile,electric vehicle startup,Sneha Roy,Mg Motor India,0.0,Unknown,2020,Information Technology
Imstrong,2019,Bangalore,Fitness,it is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,400000.0,Seed,2020,Health & Life Sciences
Craftsvilla,2017,Mumbai,Marketplace,online marketplace for ethnic wear,Monica Gupta. Manoj Gupta,Supera Investments,3900000.0,Unknown,2020,Retail & E-Commerce
Rupifi,2020,Bangalore,Fintech,offers financial products for smes,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",0.0,Pre-Seed,2020,Finance & FinTech
Snackamor,2017,Mumbai,Food,it offers various healthy snacks,Deepak Grover,Undisclosed,0.0,Seed,2020,Food & Beverage
Zealthy,2019,Bangalore,Healthtech,"it connects women to healthproviders for specialities like infertility, maternity etc.,","Rishi Malhotra, Akhil Gupta","Kyt Ventures, First Cheque, Angellist",0.0,Seed,2020,Health & Life Sciences
Coindcx,2017,Unknown,Fintech,a cryptocurrency trading platform,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, Hdr Group",3000000.0,Series A,2020,Finance & FinTech
Nunu Tv,2017,Unknown,Media,kids-focussed youtube channel,Unknown,Risers Accelerators,670000.0,Unknown,2020,Media & Entertainment
Qtalk,2017,Bangalore,Technology,smart phone dialer,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",1600000.0,Seed,2020,Information Technology
Shadez,2018,Mumbai,Interior & decor,paint company,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,100000.0,Seed,2020,Real Estate & Construction
Excess2Sell,2017,Mumbai,Ecommerce,b2b marketplace for overstock & surplus inventory,Rajan Sharma,Gautham Madhavan,1000000.0,Unknown,2020,Retail & E-Commerce
Stanplus,2016,Hyderabad,Healthtech,ambulance service,Prabhdeep Singh,Pegasus Fininvest,1500000.0,Pre-Series A,2020,Health & Life Sciences
Pitstop,2017,Bangalore,Automobile,doorstep car service,Mihir Mohan Mishra,Tpg-Backed Group Landmark,2500000.0,Series A,2020,Information Technology
Univariety,2015,Hyderabad,Edtech,online marketplace that provides career counselling and college guidance,Jaideep Gupta,Info Edge,1100000.0,Unknown,2020,Education
Peel Works,2010,Mumbai,SaaS,e-commerce for corner/retail stores.,"Sachin Chhabra, Nidhi Ramachandran",Cesc Ventures,0.0,Series C,2020,Information Technology
Corestack,2016,Chennai,Technology,enterprise cloud governance technology startup,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar Nb",Naya Ventures,8500000.0,Series A,2020,Information Technology
Vivriti Capital,2017,Chennai,Fintech,digital lending startup,"Gaurav Kumar, Vineet Sukumar",Lgt Lightstone Aspada,50000000.0,Series B,2020,Finance & FinTech
Agnikul,2017,Chennai,Spacetech,"it designs, fabricates, tests and launch orbital class launch vehicles",Srinath Ravichandran,Pi Ventures,3148000.0,Pre-Series A,2020,Other
Fintso,2020,Unknown,Fintech,wealth management platform,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2600000.0,Unknown,2020,Finance & FinTech
Khatabook,2017,Bangalore,Fintech,it helps smes to maintain their accounts and ledger online.,Ravish Naresh,Mahendra Singh Dhoni,0.0,Unknown,2020,Finance & FinTech
Smart Coin,2015,Unknown,Fintech,consumer lending startup,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",Lgt Lightstoneaspada,7000000.0,Series A,2020,Finance & FinTech
Zunroof,2016,Gurgaon,Cleantech,"it specialises in solar rooftop design, installation, and management using technology","Pranesh Chaudhary, Sushant Sachan",Godrej Investments,3000000.0,Series A,2020,Other
Shop101,2015,Unknown,Social e-commerce,enables entrepreneurs to sell online,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",3900000.0,Series C,2020,Retail & E-Commerce
Om Bhakti,2017,Bangalore,FMCG,a puja cotton-wicks manufacturing startup,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,0.0,Seed,2020,Other
Lal10,2016,Uttar Pradesh,B2B,it helps indian artisans and smes reach out to global retailers,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,1100000.0,Unknown,2020,Retail & E-Commerce
Anaxee Digital Runner,2016,Indore,Tech,a tech-enabled id verification and data collection startup,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,0.0,Unknown,2020,Information Technology
Collegekhabri,2019,Bhopal,Edtech,platform is an end-to-end college and career counselling platform for students,Arshi Khan,Vishal Dixit,0.0,Unknown,2020,Education
Ola Electric,2017,Bangalore,eMobility,electric vehicle,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,1000000.0,Unknown,2020,Information Technology
Multi Living,2017,Mumbai,Real Estate,"it curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",Pankaj Singh,Lodha Ventures,6000000.0,Unknown,2020,Real Estate & Construction
Fampay,2017,Bangalore,Fintech,"it allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4700000.0,Seed,2020,Finance & FinTech
Unboxrobotics Labs,2017,Bangalore,Automation tech,automated flexible parcel sorting solutions for logistics providers,Pramod Ghadge,"Arali Ventures, Ciie.Co",500000.0,Seed,2020,Information Technology
Karbon Card,2017,Bangalore,Fintech,specialisde corporate cards for startups,"Pei-Fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",2000000.0,Seed,2020,Finance & FinTech
Airmeet,2017,Bangalore,Media & Networking,"a platform to host, discover, and attend fully remote events like conferences and professional meet-ups","Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,3000000.0,Unknown,2020,Media & Entertainment
Innerchef,2017,Gurgaon,Foodtech,cloud kitchen platform,Rajesh,Mistletoe,1000000.0,Unknown,2020,Food & Beverage
Epigamia,2015,Mumbai,FMCG,flavoured and greek yoghurt brand,Rohan Mirchandani,Ka Enterprise,0.0,Series C,2020,Other
Stylenook,2017,Mumbai,Ecommerce,marketplace for fashionable apparel,Lathika Pai,"Lead Angels Network, Stanford Angels",0.0,Unknown,2020,Retail & E-Commerce
Callido Learning,2017,Mumbai,Edtech,provides a structured educational approach to critical thinking and problem solving skills,Sriram Subramanian,Education Catalyst Fund,0.0,Unknown,2020,Education
Soxytoes,2017,Delhi,Ecommerce,online store to buy various types of socks including funky and colorful socks,"Vidushi Kajaria, Aayush Goenka",Angel Network,0.0,Unknown,2020,Retail & E-Commerce
F5,2018,Delhi,E-market,retail aggregator,"Raghav Arora, Lalit Kumar Aggarwal",Letsventure Investors,0.0,Seed,2020,Retail & E-Commerce
Paper Boat,2013,Bangalore,Food & Beverages,ecommerce platform for beverages and snacks,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0,Unknown,2020,Food & Beverage
Strata,2019,Bangalore,Proptech,real estate investment platform,"Sudarshan Lodha, Priyanka Rathore","Saif Partners, Mayfield India",1500000.0,Seed,2020,Real Estate & Construction
Salesken,2017,Bangalore,AI & Data science,provides sales professionals with intelligence on various aspects of the sales pitch,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,8000000.0,Series A,2020,Data & AI
Arya,2017,Noida,Agritech,provides post-harvest services across the agricultural value chain,Prasanna Rao,Lgt Lightstone Aspada,6000000.0,Series B,2020,Information Technology
Leap Finance,2017,Bangalore,Fintech,provides education loans to students based on the student’s future income,"Vaibhav Singh, Arnav Kumar",Sequoia India,5500000.0,Unknown,2020,Finance & FinTech
Sleepy Owl,2016,Delhi,Beverages,"it sells ready to drink cold brew coffees, brew boxes and packs.","Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,0.0,Unknown,2020,Food & Beverage
Tricog,2015,Bangalore,Healthtech,provides virtual cardiology services through its ai-powered healthcare platforms,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","Utec-The University Of Tokyo Edge Capital, Aflac Ventures, Llc, Dream Incubator, Teamfund",10500000.0,Series B,2020,Health & Life Sciences
Gogobus,2017,Delhi,Travel tech,inter-city mobility startup,Amit Gupta,Ixigo,0.0,Unknown,2020,Information Technology
Trell,2016,Bangalore,Social e-commerce,allows users to share their travel experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’S Surge, Fosun Rz",4000000.0,Pre-Series A,2020,Retail & E-Commerce
Spaciya Consultants,2017,Noida,Real Estate,real estate consultancy firms,Ajit Panda,Alok Garg,500000.0,Pre-Series A,2020,Real Estate & Construction
Bounce,2014,Bangalore,Automotive and Rentals,offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",Innoven Capital,6500000.0,Unknown,2020,Logistics & Transportation
Neeman,2017,Unknown,Ecommerce,an eco-conscious footwear brand making comfortable shoes using merino wool,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,1000000.0,Pre-Series A,2020,Retail & E-Commerce
Chqbook,2017,Gurgaon,Fintech,"marketplace for small business owners, offering them products around lending, credit cards etc","Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,5000000.0,Series A,2020,Finance & FinTech
Smecorner,2014,Mumbai,Fintech,financial lending firm to smes,"Bhatia, Sneha Shah",Paragon Partners,30000000.0,Series B,2020,Finance & FinTech
Oda Class,2017,Bangalore,Edtech,"it offers content and material via video, adopting a dual-teacher model with iit and nit alumni","Li Yong, Shushant Srivastava",Yuanfudao,0.0,Pre-Series A,2020,Education
Spinny,2015,Haryana,E-tail,used car retailing platform,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B,2020,Data & AI
Gostops,2012,Delhi,Accomodation,a premium chain of youth hostels catering to the millennials,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,0.0,Unknown,2020,Other
Umeed Housing,2017,Haryana,Fintech,housing finance company,Ashutosh Sharma,Morgan Stanley Private Equity Asia,23000000.0,Series D,2020,Finance & FinTech
Vogo,2016,Bangalore,Automotive,a scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,20000000.0,Series C,2020,Logistics & Transportation
Flick Stree,2017,Mumbai,AI & Media,artificial intelligence-based video publishing network,Saurabh Singh,Samsung Venture Investment,3000000.0,Series A,2020,Data & AI
Qure Ai,2016,Mumbai,Healthtech,provides interpretations of radiology scans,"Prashant Warier, Pooja Rao",Sequoia India,16000000.0,Unknown,2020,Health & Life Sciences
Minionlabs,2017,Bangalore,Machine Learning,it leverages a machine learning-based approach to generate a comprehensive report on predictive analytics,Gokul Shrinivas,Indian Angel Network,0.0,Unknown,2020,Data & AI
Josh Talks,2015,Haryana,Media,community of young individuals providing a platform to showcase their stories,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Pre-Series A,2020,Media & Entertainment
Phoneparloan,2015,Delhi,Fintech,provides easy loans,Ringaile Noq,Accelerator Mox,0.0,Unknown,2020,Finance & FinTech
Railyatri,2011,Noida,Travel,a complete indian railways app,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation",13800000.0,Unknown,2020,Travel & Hospitality
Ajnalens,2014,Thane,Deeptech,"it leverages technologies such as ar, vr & ai to offer hardware in areas such as education and defence","Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (Mdavf)",1500000.0,Pre-Series A,2020,Manufacturing & Industrial
Pepper,2017,Mumbai,Content Marktplace,end to end content creation platform,Anirudh Singla And Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",306900.0,Seed,2020,Media & Entertainment
Rupeek,2015,Bangalore,Fintech,an asset backed online lending platform,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","Ggv Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0,Unknown,2020,Finance & FinTech
Imerit,2012,Kolkata,IT,turns information into data that is usable for machine learning processes,Radha Basu,Cdc Group Plc,20000000.0,Series B,2020,Information Technology
Bharatpe,2018,Delhi,Fintech,digital payments platform,Ashneer Grover,Ribbit Capital,75000000.0,Series C,2020,Finance & FinTech
Invideo,2017,Unknown,Visual Media,video production and editing platform,Sanket Shah,Sequoia Capital’S Surge,2500000.0,Unknown,2020,Media & Entertainment
Avalonmeta,2017,Unknown,Edtech,it combines higher education and competitive gaming,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays,420000.0,Unknown,2020,Education
Near Store,2017,Mumbai,Ecommerce,enables a shop to create an online presence,Unknown,Sauce.Vc,300000.0,Seed,2020,Retail & E-Commerce
Electorq,2017,Delhi,Automobile,electric vehicle startup,Anubhav Sharma,Advantedge,0.0,Unknown,2020,Information Technology
Prayaan Capital,2017,Chennai,Fintech,"nbfc that lends to micro, small, and medium-sized enterprises (msmes)","Madhan Mohan , Akash Chelvam",Accion Venture Lab,1200000.0,Seed,2020,Finance & FinTech
Sanfe,2017,Delhi,Hygiene,women health care and wellness product,"Archit Agarwal, Harry Sehrawat","Sucseed Venture Partners, Birac, Elixir Pharma, Titan Capital",1100000.0,Pre-Series A,2020,Health & Life Sciences
Go Desi,2018,Delhi,Foodtech,provides traditional delicacies,Vinay Kothari,Rukam Capital,627300.0,Seed,2020,Food & Beverage
Swiggy,2014,Bangalore,Foodtech,platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series A,2020,Food & Beverage
Whatfix,2014,Bangalore,SaaS,"digital adoption platform that helps companies provide intuitive onboarding, training and support","Khadim Batti, Vara Kumar",Sequoia Capital India,32000000.0,Series C,2020,Information Technology
Unacademy,2010,Bangalore,Edtech,platform that offers online education in india,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E,2020,Education
Zvesta,2015,Gurgaon,Proptech,an online platform where users can search and buy properties listed by developers and brokers,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,5500000.0,Unknown,2020,Real Estate & Construction
Dunzo,2014,Bangalore,Logistics,india-based hyperlocal delivery startup,Kabeer Biswas,Alteria Capital,11000000.0,Unknown,2020,Logistics & Transportation
Digit Insurance,2017,Bangalore,Insurtech,general insurance company,Kamesh Goyal,"Virat Kohli, Anushka Sharma",340000.0,Unknown,2020,Other
Yolo,2019,Gurgaon,Transport,intercity transportation,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed,2020,Logistics & Transportation
Smartvizx,2015,Unknown,VR & SaaS,it developed india’s first vr-based design communication and collaboration product trezi,"Tithi Tewari, Gautam Tewari",Rockstud Capital,1397000.0,Pre-Series A,2020,Information Technology
Maxwholesale,2016,Delhi,Ecommerce,b2b ecommerce platform for kirana stores,Samarth Agrawal,"Ian Fund-I,  Al Falaj Investment Company (Afi)",3000000.0,Series A,2020,Retail & E-Commerce
Carbon Clean,2009,Unknown,Cleantech,develops affordable carbon capture technology,"Aniruddha Sharma, Prateek Bumb","Wave Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",16000000.0,Unknown,2020,Other
Onsitego,2017,Unknown,Sales & Services,it offers post-purchase services through a network of brand authorised service centres throughout the country,Mahipal,Zodius Growth Fund,19000000.0,Series B,2020,Other
Genius Corner,2014,Noida,Edtech,framework to enable personalised learning using artificial intelligence (ai) and machine learning (ml).,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,Unknown,2020,Education
Planetspark,2016,Gurgaon,Edtech,provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",448500.0,Unknown,2020,Education
Camcom,2017,Bangalore,AI & Deep learning,ai automation platform for enterprise quality control,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",0.0,Unknown,2020,Data & AI
Simsim,2017,Bangalore,Social Commerce,it enables community opinion influencers to sell products to thousands of micro-communities in india,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series B,2020,Retail & E-Commerce
Shuttl,2015,Delhi,Transport,app based bus aggregator serice,"Amit Singh, Deepanshu Malviya",Sig Global India Fund,7975700.0,Series C,2020,Logistics & Transportation
Hooliv,2017,Delhi,Housing & Rentals,student co-living startup,"Chinmoy Mishra, Gaurav Vij, And Abhishek Verma",Kolte-Patil Family Office,0.0,Unknown,2020,Real Estate & Construction
Classmonitor,2017,Indore,Edtech,the learning platform that blends curriculum-based activities for children,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,0.0,Unknown,2020,Education
Friyey,2017,Pune,Co-working,co working space startup,Yogesh Thore,Tarun Bhalla,0.0,Unknown,2020,Other
Oga,2017,Bangalore,Fitness,provides interactive fitness experience to people across the world,Ashish Rawat,Inflection Point Ventures,330000.0,Unknown,2020,Health & Life Sciences
Big Basket,2017,Bangalore,Estore,online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, Vs Sudhakar",Trifecta Capital,3500000.0,Unknown,2020,Other
Cyfirma,2017,Bangalore,SaaS,offer cybersecurity services,Ritesh Kumar,Z3 Partners,0.0,Series A,2020,Information Technology
Innoviti,2017,Bangalore,Unknown,digital payments solutions company,Rajeev Agrawal,Fmo,5000000.0,Unknown,2020,Other
Paytm Money,2010,Bangalore,Fintech,wealth management,Vijay Shekhar Sharma,One97 Communications,5600000.0,Unknown,2020,Finance & FinTech
Vedantu,2017,Bangalore,Edtech,onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Ggv Capital,24000000.0,Series C,2020,Education
Yap,2017,Chennai,Fintech,banking and payment products-focused api platform,"Madhusudanan R, Muthukumar And Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta",1402000.0,Unknown,2020,Finance & FinTech
Clover,2017,Bangalore,Agritech,provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash Br, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",5500000.0,Series A,2020,Information Technology
Nova Credit,2017,Unknown,Fintech,cross-border consumer credit startup,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",50000000.0,Series B,2020,Finance & FinTech
Codingninjas,2016,Delhi,Edtech,online learning platform,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series A,2020,Education
Furlenco,2011,Bangalore,Ecommerce,furniture rental startup,Ajith Mohan Karimpana,Chowdry Associates,2200000.0,Series C,2020,Retail & E-Commerce
Brick&Bolt,2018,Bangalore,Unknown,operates in the residential construction space,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,1500000.0,Pre-Series A,2020,Other
Hempstreet,2019,Unknown,Healthtech,manufacturer of ayurvedic medicines based on cannabis,Abhishek Mohan,Pharmacon Holdings,1000000.0,Pre-Series A,2020,Health & Life Sciences
Moengage,2017,Bangalore,Marketing,customer analytics and cross-channel engagement platform,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,25000000.0,Series C,2020,Marketing & Advertising
Classplus,2018,Unknown,Edtech,it allows coaching centres to take their brick-and-mortar setup online,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia",2500000.0,Pre-Series A,2020,Education
Chaayos,2012,Unknown,Beverages,provides customised range of tea,"Nitin Saluja, Raghav Verma",Think Investment,21500000.0,Unknown,2020,Food & Beverage
Petpooja,2011,Ahmedabad,SaaS,restaurant management software provider,Apurv Patel,Udaan,2000000.0,Unknown,2020,Information Technology
Altor,2017,Unknown,Tech,makes helmets that are iot and ai enabled,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts,0.0,Unknown,2020,Information Technology
Pepperfry,2013,Mumbai,E-market,online home furniture marketplace,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series F,2020,Retail & E-Commerce
Firstcry,2010,Pune,E-market,baby products marketplace,"Supam Maheshwari, Amitava Saha",Softbank’S Vision Fund,296000000.0,Series E,2020,Retail & E-Commerce
Byju,2011,Unknown,Edtech,provides online learning classes,Byju Raveendran,General Atlantic,200000000.0,Unknown,2020,Education
Waycool,2015,Chennai,Agritech,food development and distribution services,Karthick Jayraman And Sanjay Dasari,Lightbox Ventures,32000000.0,Series C,2020,Information Technology
Workindia,2017,Unknown,HR tech,an online and mobile-based platform that connects companies with blue collar employees.,Kunal Patil,Xiaomi,6000000.0,Unknown,2020,Information Technology
Qyuki,2017,Mumbai,Media,multi-channel broadcast network,"Ar Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,Unknown,2020,Media & Entertainment
Leap India,2017,Coimbatore,Agritech,agricultural warehousing and logistics company,Narain Karthikeyan.,Neev Fund,30000000.0,Series B,2020,Information Technology
Picxy,2017,Hyderabad,Media,stock photo industry,Jitendra Emmani,"Firstcheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,Unknown,2020,Media & Entertainment
Krimanshi,2017,Jodhpur,Agritech,sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Unknown,2020,Information Technology
Neetprep,2017,Delhi,Edtech,provides crash course for neet preparation,Kapil Gupta,Indiaquotient,0.0,Unknown,2020,Education
Dot Pvt. Ltd,2017,Gurgaon,Fintech,it provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"Payu, Fosun Rz Capital",8000000.0,Seed,2020,Finance & FinTech
Kuku Fm,2017,Mumbai,Media,a podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A,2020,Media & Entertainment
Supermoney,2018,Mumbai,Fintech,provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre-Series A,2020,Finance & FinTech
Rebel Foods,2017,Unknown,Food tech,it runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4900000.0,Unknown,2020,Food & Beverage
Alphavector,2015,Bangalore,E tailor,it sells modern age bicycles named frog,Sachin Chopra,"Avaana Capital, Titan Capital",0.0,Unknown,2020,Data & AI
Fox Capital,2019,Jaipur,Fintech,digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,Unknown,2020,Finance & FinTech
Tribe Theory,2017,Bangalore,Accomodation,an entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel And Daniel Wiegand,Tim Draper,3500000.0,Unknown,2020,Other
Fleetx,2017,Unknown,SaaS,fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,Series A,2020,Information Technology
Embibe,2017,Mumbai,Edtech,it provides ai-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (Ril),12618300.0,Unknown,2020,Education
Entri,2017,Kochi,Edtech,it is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed,2020,Education
Oye! Rickshaw,2017,Unknown,E-mobility,app-based electric rickshaw hailing service,Akash Deep,Chiratae Ventures,10000000.0,Series A,2020,Information Technology
Seal Professional,2012,Bangalore,Edtech,trains students in managemnt and leadership skills and also helps in placement,Unknown,Equanimity Ventures,0.0,Pre-Series A,2020,Education
Sprinng Foods,2017,Mumbai,Food,provides gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",0.0,Unknown,2020,Food & Beverage
1Mg,2015,Gurgaon,Healthtech,online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,Unknown,2020,Health & Life Sciences
Aagey,2017,Bangalore,Fintech,provides financial assistance to msmes,Akaash Shankar,"Jito Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",0.0,Unknown,2020,Finance & FinTech
Doubtnut,2017,Gurgaon,Edtech,multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A,2020,Education
Adonmo,2017,Bangalore,Ad-tech,it is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,Unknown,2020,Information Technology
Racenergy,2018,Unknown,E-mobility,it builds electric vehicles and supporting infrastructure,"Arun Sreyas, Gautham Maheswaran","Growx Ventures, Prophetic Ventures",0.0,Seed,2020,Information Technology
Bharatpe,2018,Delhi,Fintech,digital payments platform,Ashneer Grover,Coatue Management,100000000.0,Unknown,2020,Finance & FinTech
Kisan Network,2015,Gurgaon,Agritech,integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed,2020,Information Technology
Vogo,2016,Bangalore,Automotive,a scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C,2020,Logistics & Transportation
Yolo,2019,Gurgaon,Transport,intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed,2020,Logistics & Transportation
Unotech,2011,Mumbai,SaaS,it develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,Unknown,2020,Information Technology
